date,aircraft_type,registration,operator,fatalities,location,category,narrative,aircraft_damage,phase,nature,departure_airport,destination_airport,other_fatalities,msn,fatalities_breakdown,aircraft_type_detailed,operator_detailed,location_detailed,country,class,class_name,confidence_score
28-Aug-06,GAF Nomad N.22B,ZP-TDZ,Paraguay Air Services,0,"3 km S of Salta-Martín Miguel de Güemes International Airport, SA (SLA)",sub,"GAF Nomad ZP-TDZ was chartered for some flights in northern Argentina. It left AsunciÃ³n (ASU) for Resistencia Airport, CH (RES). After another landing at JoaquÃ­n V. GonzÃ¡lez, the aircraft continued to Salta (SLA). During the descent both engines flamed out as a result of icing of the air intake. The pilots had to carry out a forced landing near the Ruta Provincial 24. The Nomad struck some trees and landed in a plowed field. The undercarriage was completely destroyed.CAUSE:During a non-scheduled commercial flight, in the final approach phase, a landing was made on an unprepared field, due to the failure of both engines because of incorrect use of aircraft anti-icing system, resulting in significant damage but no injuries to the people aboard.Contributing factors:1) Poor flight planning.2) Conditions favorable for the formation of ice.",Substantial,Landing,Passenger - Non-Scheduled/charter/Air Taxi,"JoaquÃ­n V. GonzÃ¡lez-Agropecuaria RÃ­o Juramento Airstrip, SA","Salta-MartÃ­n Miguel de GÃ¼emes International Airport, SA (SLA/SASA)",0,N22B-57,Fatalities: 0 / Occupants: 12,GAF Nomad N.22B,Paraguay Air Services,"3 km S of Salta-MartÃ­n Miguel de GÃ¼emes International Airport, SA (SLA) -Argentina",,BIRD,Birdstrike,0
8-Sep-06,Airbus A300B4-622R,A7-ABV,Qatar Airways,0,Madrid-Barajas Airport (MAD/LEMD),min,"The brakes for tyres 5 and 6 overheated during a long taxi out for takeoff. The crew decided to return to the stand, but a fire broke out. The aircraft was evacuated.The brakes overheated due to residual pressure trapped in the alternate brake system caused by a stuck servo valve which resulted from the presence of a high hardness particle in the hydraulic fluid.",Minor,Taxi,Passenger - Scheduled,Madrid-Barajas Airport (MAD/LEMD),Doha Airport (DOH/OTBD),0,690,Fatalities: 0 / Occupants: 218,Airbus A300B4-622R,Qatar Airways,Madrid-Barajas Airport (MAD/LEMD) -Spain,,RAMP,Ground Handling,1
13-Sep-06,Fokker 100,F-GPXD,"Air France , opb Brit Air",0,Frankfurt International Airport (FRA/EDDF),sub,"Immediately after touchdown, the aircraft began to roll around its vertical axis, but the crew was able to keep it on track. It was discovered that the eye of the connecting fitting of the upper ""torque link"" was broken.",Substantial,Landing,Passenger - Scheduled,,Frankfurt International Airport (FRA/EDDF),0,11494,Fatalities: 0 / Occupants:,Fokker 100,"Air France , opb Brit Air",Frankfurt International Airport (FRA/EDDF) -Germany,,BIRD,Birdstrike,0
16-Sep-06,Boeing 737-7H4,N793SA,Southwest Airlines,0,"Hastings, NE",non,"The airplane was in cruise flight at 37,000 feet, and was approaching an area of thunderstorm activity.  The seat belt sign was on, and the flight attendants were asked to return to their seats.  The flight crew responded to a traffic collision alert by descending, and making a right turn, and then attempted to fly the best route through the weather; however, the airplane encountered moderate turbulence for about 30 seconds, and two flight attendants were injured, one seriously.  The flight continued to its destination airport, and landed without further incident.  Data from the airplane's flight data recorder indicated that the upset was consistent with the airplane's encounter with turbulence.Probable Cause: The airplane's in flight encounter with thunderstorm related turbulence.",,En route,Passenger - Scheduled,"Las Vegas-McCarran  International Airport, NV (LAS/KLAS)","Albany Airport, NY (ALB/KALB)",0,27888/744,Fatalities: 0 / Occupants: 142,Boeing 737-7H4,Southwest Airlines,"Hastings, NE -United States of America",,UIMC,Unintended flight in IMC,0.9
3-Oct-06,Boeing 737-4Y0,TC-JET,THY Turkish Airlines,0,Brindisi-Papola Casale Airport (BDS),non,"Some 15-20 minutes after takeoff from Tirana (TIA) an unarmed 27-year-old Turk hijacked the THY flight. He threatened to blow himself up if the pilot did not divert the flight to Italy. After the plane landed at Brindisi (BDS), he requested political asylum. The man apparently wanted to avoid military service in Turkey.",,En route,Passenger - Scheduled,Tirana-Rinas Airport (TIA/LATI),Istanbul-AtatÃ¼rk International Airport (IST/LTBA),0,26077/2425,Fatalities: 0 / Occupants: 113,Boeing 737-4Y0,THY Turkish Airlines,Brindisi-Papola Casale Airport (BDS) -Italy,,UIMC,Unintended flight in IMC,1
10-Oct-06,British Aerospace BAe-146-200A,OY-CRG,Atlantic Airways,4,Stord-Sørstokken Airport (SRP),w/o,"Atlantic Airways flight 670, a BAe-146-200, went down a rocky slope following a runway excursion after landing at Stord Airport, Norway, killing 4 occupants; 12 survived the accident.Atlantic Airways Flight RC670 was chartered by the Norwegian industrial concern Aker KvÃ¦rner to fly personnel from Stavanger (SVG) to Molde (MOL) via Stord (SRP). The airplane departed Stavanger at 07:17 and positioned for an approach to runway 33 at Stord around 07:30.Before OY-CRG started its approach, the airport performed a routine runway inspection. The runway report did not contain information with regard to whether the runway was dry, damp or wet. Because the crew were not informed otherwise, they assumed that the runway was dry. However, investigations by the AIBN have revealed that the runway was in fact damp.A corresponding aircraft had performed a normal landing towards the south (runway 15) 15 minutes earlier. The crew of OY-CRG were given a wind reading of 120Â° at 6 knots. They had visual contact with the airport at an early stage and decided to carry out a visual approach northwards (runway 33).Upon landing the pilots noted that the aircraft's lift spoilers did not deploy. The indicator lights that normally light up after 3 seconds did not do so. The pilots immediately called ""No spoilers"". Thereafter the pilots experienced that the maximum application of the brakes did not lead to the expected deceleration. The alternative braking system was brought into use and then finally the emergency brakes, without this making any difference.The emergency brakes do not have anti-skid protection and the wheels locked, so that in combination with the damp runway reverted rubber hydroplaning occurred. Consequently the friction against the runway was significantly reduced.The commander had a certain directional control of the aircraft and wanted to avoid leaving the runway at places where he knew that the terrain was particularly unfavourable. The aircraft left the runway end to the north at a relatively low speed of 15-20 knots. It continued down a steep slope and the aircraft sustained significant damage as it crashed into lighting poles, trees and large rocks.When the aircraft came to rest, it was not possible to stop the left inner engine (no. 2) due to the damage. It continued to operate at a high rpm for several minutes. The forward left emergency exit could not be opened due to damage to the fuselage that had jammed the door. The forward right emergency exit was blocked by the terrain outside. The commander made several attempts to open and release the cockpit door without success. The cabin roof had sustained a large rift which resulted in fuel from the wings entering the cabin. A fire on the aircraftÂs right side spread into the cabin and over to the aircraftÂs left side. Three passengers and the forward cabin crew member were killed. The remaining nine passengers and the rear cabin crew member managed to evacuate the aircraft from the aircraftÂs rear left emergency exit by jumping to the ground and passing the engine that was still running. Six people sustained serious burns.According to the manufacturerÂs approved documentation, it is to be expected that the landing distance would increase by 40% if all lift spoilers were inoperative. The AIBN has calculated that under the prevailing conditions OY-CRG should have stopped around 100 metres before the end of the runway. The aircraftÂs undercarriage has been thoroughly examined by the AIBN. A number of fragments of ""boiled"" rubber were found on the runway. Further, a tyre showed clear indications of so-called ""rubber reversal"" which occurs when a cushion of steam forms and the rubber is ""boiled"" under the tyres.The investigation report did not contain a probable cause paragraph as recommended in ICAO Annex 13.It was amongst others concluded that none of the aircraft's six lift spoilers were deployed when the commander operated the spoiler lever. The AIBN has found two possible explanations for the spoilers not being deployed: 1. A mechanical fault in the spoiler lever mechanism. 2. Faults in two of the four thrust lever micro switches. A fault in one switch may have been hidden right up until a further switch failed. The AIBN reports that the runway at Stord was not grooved and it believes that reverted rubber hydroplaning will not occur, or will be significantly reduced, on grooved runways.","Destroyed, written off",Landing,Passenger - Non-Scheduled/charter/Air Taxi,Stavanger-Sola Airport (SVG/ENZV),Stord-SÃ¸rstokken Airport (SRP/ENSO),0,E2075,Fatalities: 4 / Occupants: 16,British Aerospace BAe-146-200A,Atlantic Airways,Stord-SÃ¸rstokken Airport (SRP) -Norway,,RE,Runway excursion,0.98
11-Oct-06,McDonnell Douglas MD-90-30,N906DA,Delta Air Lines,0,"Denver International Airport, CO (DEN/KDEN)",sub,"When the landing gear was extended on final approach, the nose gear UNSAFE light illuminated.  A low fly-by was made, and control tower personnel confirmed that the nose gear appeared to be retracted.  After consulting with the company's maintenance department, unsuccessful attempts were made to lower the nose gear, and a nose gear-up landing was made.  Postaccident examination revealed that the nose landing gear center spray deflector had fractured and rotated, preventing gear extension.  The spray deflector is designed to deflect water and other runway material kicked up by the nose wheel away from the rear-mounted engines which could cause flameouts and engine damage.  About one-third of the spray deflector was broken off.  Laboratory examination of the deflector revealed the fracture was typical of overstress.  The nose gear doors were scraped, and the aluminum skin just aft of the nose wheel well was scraped through, exposing 5 longerons and 6 stringers, compromising the pressure vessel.Probable Cause: A fractured nose gear assembly spray deflector that blocked the nose gear from extending during landing, and resulted in an intentional nose gear up landing.",Substantial,Landing,Passenger - Scheduled,"Salt Lake City International Airport, UT (SLC/KSLC)","Denver International Airport, CO (DEN/KDEN)",0,53386/2099,Fatalities: 0 / Occupants: 155,McDonnell Douglas MD-90-30,Delta Air Lines,"Denver International Airport, CO (DEN/KDEN) -United States of America",,BIRD,Birdstrike,0
29-Oct-06,Boeing 737-2B7,5N-BFK,ADC Airlines,96,Abuja International Airport (ABV),w/o,"ADC Airlines flight 053, a Boeing 737-200, crashed during a windshear encounter shortly after takeoff from Abuja Airport, Nigeria, killing 96 occupants; 9 survived the accident.Flight 53 departed Lagos (LOS) on a scheduled domestic flight to Sokoto (SKO) with an intermediate stop at Abuja (ABV). At Abuja at 11:14 local time, the crew of the aircraft requested start-up clearance. This was given along with the prevailing weather information. At 11:21, the crew requested clearance to taxi to the holding point and a wind check; both were given. Over the following six minutes Abuja Tower gave a series of six wind reports, including a statement emphasizing the gusty nature of the wind. A thunderstorm was approaching the airport and weather was worsening. At 11:26, the crew of flight 53 requested clearance for immediate takeoff, and the controller re-emphasized the deteriorating weather condition and gave latest wind check, which they acknowledged.Immediately after takeoff from runway 22, the Boeing 737 entered into a headwind -shift to-tailwind windshear, which significantly affected the aerodynamic performance of the airplane.The Pilot Flying responded to the windshear by adding a small amount of power and by pulling back on the control column causing a significant pitch attitude change.The Pilot-not-flying responded to the windshear by calling for the Pilot Flying to pull up. The airplane then entered into a full aerodynamic stall followed by a roll to the left of over 90 degrees and steep descent into the ground. The aircraft was pitched to an attitude that resulted in the temporary disruption of airflow to and momentary loss of power in both engines. The airplane broke up and caught fire in a corn field.CAUSAL FACTOR:The pilot's decision to take-off in known adverse weather conditions and failure to execute the proper windshear recovery procedure resulted in operating the aircraft outside the safe flight regime, causing the aircraft to stall very close to the ground from which recovery was not possible.CONTRIBUTORY FACTORS:(1) Inability of the flight crew to apply windshear recovery procedures and the use of inappropriate equipment for windshear recovery procedure during simulator recurrrecncy. Lack of company Standard Operating Procedures (SOP) for flight operations in adverse weather conditions.(2) The coordination of responsibilities between the pilot-flying (PF) and pilot not flying(PNF) during their encounter with adverse weather situation was inconsistent with Standard Operating Procedures (SOP) for the duties of the pilot-flying (PF) and pilot not flying (PNF) resulting in the inadequate control of the aircraft.","Destroyed, written off",Initial climb,Passenger - Scheduled,Abuja-Nnamdi Azikiwe International Airport (ABV/DNAA),Sokoto Airport (SKO/DNSO),0,22891/988,Fatalities: 96 / Occupants: 105,Boeing 737-2B7,ADC Airlines,Abuja International Airport (ABV) -Nigeria,,CFIT,"Inflight collision or near collision with terrain, water, or obstacle without indication of loss of control",0.99
24-Nov-06,Embraer EMB-120ER Brasilia,PP-PTB,Puma Air,0,"Altamira Airport, PA (ATM)",w/o,The Embraer EMB-120ER Brasilia sustained substantial damage in a landing accident at Altamira Airport in Brazil.It suffered multiple birdstrikes on final approach to runway 25 at Altamira. The aircraft touched down hard just short of the runway threshold. It then bounced and touched down on the runway.,"Destroyed, written off",Landing,Passenger - Scheduled,"BelÃ©m/Val-de-Cans-Julio Cezar Ribeiro International Airport , PA (BEL/SBBE)","Altamira Airport, PA (ATM/SBHT)",0,120080,Fatalities: 0 / Occupants: 18,Embraer EMB-120ER Brasilia,Puma Air,"Altamira Airport, PA (ATM) -Brazil",,BIRD,Birdstrike,1
10-Dec-06,Bombardier BD-100-1A10 Challenger 300,N523FX,"Jet Solutions, LLC",0,"Waukegan, Illinois",sub,"The airplane impacted bird(s) after takeoff, approximately 450 feet above ground level.  The airplane then returned to the departure airport, encountered but did not strike additional geese during the approach, and landed without further incident.Probable Cause: The bird strike during initial climb after takeoff from the departure airport.",Substantial,Unknown,Unknown,"Waukegan Memorial Airport, IL (UGN/KUGN)","Waukesha Airport, WI (UES/KUES)",0,20074,Fatalities: 0 / Occupants: 2,Bombardier BD-100-1A10 Challenger 300,"Jet Solutions, LLC","Waukegan, Illinois -United States of America",,BIRD,Birdstrike,1
26-Dec-06,Gates Learjet 35A,N136WE,Secure Air Charter LLC,0,"Nashville, Tennessee",sub,"The airline transport pilot was on an instrument flight rules (IFR) cross-country passenger flight under Title 14, CFR Part 135, when the accident occurred.  According to the first officer, while on final approach, the ""AUG/AIL"" (aileron augmentation) light illuminated, indicating a system malfunction.  He reset the system per the flight manual (FM), and the light went out.  The approach was continued, but during landing, he reported that the AUG/AIL lamp illuminated again, and that the right wing dropped, striking the ground.  The first officer said the captain, who was on the controls, had full left aileron deflection trying to compensate, without success.  The airplane landed on runway 2C (center) with a magnetic runway heading of 020 degrees.  The airport weather observation reported the wind as 310 degrees at 12 knots, with gusts to 17 knots.  The first officer reported the wind as 310 degrees at 12 knots, with gusts to 19 knots.  According to the FM, Wind Components Chart, an angle of 70 degrees between the prevailing wind direction and the runway heading, would produce crosswind components of 11 knots steady, and 16 knots during gusts for the reported airport observation.  The corresponding wind components for the wind as reported by the first officer, would be 11 knots steady, with 18 knots during gusts.  According to the FM, the maximum demonstrated crosswind component, when the wind is 90 degrees to the runway heading, is 24.7 knots.  The FAA approved Master Minimum Equipment List limits the airplane to 20 knots maximum crosswind component with the AUG/AIL system inoperative.  The AUG/AUL system is computer controlled, and automatically activates when the wing flaps are set below 25 degrees, using a combination of aileron and corresponding spoilers to enhance the airplane's roll rate at low airspeeds.  The airplane received structural damage to the right wing.  An examination of the aileron augmentation system revealed an anomaly in the computer that controls the AUG/AIL system.  When the computer was replaced, the system functioned normally.Probable Cause: The pilot's inadequate compensation for gusty crosswind conditions during landing, which resulted in a loss of control and collision with the runway.  Factors contributing to the accident were the failure of the aileron augmentation (spoiler) flight control system, diminished directional (roll) control, and crosswind gusts.",Substantial,Unknown,Unknown,"Raleigh/Durham Airport, NC (RDU/KRDU)","Nashville International Airport, TN (BNA/KBNA)",0,201,Fatalities: 0 / Occupants: 7,Gates Learjet 35A,Secure Air Charter LLC,"Nashville, Tennessee -United States of America",,LOC-I,Loss of control - inflight,0.9
26-Dec-06,Antonov An-2R,RA-33565,2nd Sverdlovsk Aviation Enterprise,0,"near Gari, Sverdlovskaya region",w/o,"The An-2 biplane crashed in a forest and came to rest hanging in trees about 2 m off the ground. All aboard survived, but the occupants sustained various injuries from jumping down from the plane.The wreckage was rediscovered during a massive search for an An-2 that went missing on Jun 11, 2012.","Destroyed, written off",En route,Passenger,Puksinka Airfield,,0,1G230-02,Fatalities: 0 / Occupants: 13,Antonov An-2R,2nd Sverdlovsk Aviation Enterprise,"near Gari, Sverdlovskaya region -Russia",,LOC-I,Loss of control - inflight,0.9
28-Dec-06,Britten-Norman BN-2A-27 Islander,ZK-WNZ,Island Air Charters,0,ca 7 km W off Tauranga Airport (TRG),sub,"The pilot was ferrying the aircraft from Tauranga Airport (TRG) to a Hamilton Airport (HLZ) maintenance facility when one of the engines failed. The pilot elected to turn back to Tauranga but, shortly after, the remaining engine failed. The pilot carried out a forced landing into a tidal estuary. The aircraft incurred substantial damage to the nose landing gear. Subsequent CAA safety investigation determined that on an earlier flight, the aircraft's electrical system incurred a defect that rendered several electrical components unserviceable, including the two tip/main fuel tank selector valves. No engineering inspection or rectification ensued and the operator ferried the aircraft from Great Barrier Island unaware that the engines were being fed from the tip tanks only. The operator departed Tauranga for Hamilton under similar circumstances, reaching the vicinity of the Kaimai Ranges when the tip tanks became empty.The plane stuck fast in the mud and was kept afloat overnight by drums. It was airlifted by a Mil Mi-8 helicopter the next day.","Substantial, written off",En route,Ferry/positioning,Tauranga Airport (TRG/NZTG),Hamilton Airport (HLZ/NZHN),0,278,Fatalities: 0 / Occupants: 1,Britten-Norman BN-2A-27 Islander,Island Air Charters,ca 7 km W off Tauranga Airport (TRG) -New Zealand,,LOC-I,Loss of control - inflight,0.9
30-Dec-06,Britten-Norman BN-2A-20 Islander,PK-VIN,Dirgantara Air Service,0,Long Layu Airstrip,sub,"The BN-2A Islander was flown to Long Layu Airstrip following an aircraft accident that occurred there four days earlier (GA-8 Airvan PK-VMD, msn GA8-03-041).On takeoff it veered off the airstrip, into a muddy pond. Long Layu has a single 1804-ft long grass/clay airstrip (01/19).The aircraft was withdrawn from use and the engines were removed and most of the interior stripped. The aircraft was left at Long Layu.","Substantial, written off",Take off,Ferry/positioning,Long Layu Airstrip,,0,351,Fatalities: 0 / Occupants:,Britten-Norman BN-2A-20 Islander,Dirgantara Air Service,Long Layu Airstrip -Indonesia,,RE,Runway excursion,1
30-Dec-06,de Havilland Canada DHC-5 Buffalo,5Y-SRK,"International Red Cross, lsf Sky Relief Services",0,6 km NE of Nairobi-Jomo Kenyatta International Airport (NBO),w/o,"The Buffalo was leased by the Red Cross to fly goods to Somalia, including 20 drums, each holding 200 litres of jet fuel. The aircraft reportedly was on takeoff climb from runway 06 and was at a height of about 100 feet when the left engine lost power. The pilot feathered the engine, and attempted to return to the airport, but he was unable to maintain altitude. The airplane crashed and burst into flames.The probable cause of the accident was the failure of the left engine, for undetermined reasons, on take off. The bad weather experienced that day was acontributory factor.","Destroyed, written off",Initial climb,Cargo,Nairobi-Jomo Kenyatta International Airport (NBO/HKJK),Baidoa Airport (BIB/HCMB),0,3,Fatalities: 0 / Occupants: 3,de Havilland Canada DHC-5 Buffalo,"International Red Cross, lsf Sky Relief Services",6 km NE of Nairobi-Jomo Kenyatta International Airport (NBO) -Kenya,,LOC-I,Loss of control - inflight,0.9
1-Jan-07,Boeing 737-4Q8,PK-KKW,AdamAir,102,85 km W off Pambauang,w/o,"AdamAir flight 574, a Boeing 737-400, crashed into the sea following a loss of control 85 km west off Pambauang, Indonesia, killing all 102 occupants.The Adamair flight went missing during a domestic flight to Manado. Last contact was at 14:07 when the flight was enroute at FL350. Initial reports indicate that the flight changed course twice as a result of severe (130 km/h) crosswind. The airplane crashed into the sea. On January 11 part of a jetliner's tail, food trays and other debris was pulled from the sea. On January 25 a U.S. navy ship detected signals coming from the flight recorder.The FDR was recovered from a depth of on 2000 m August 27. The CVR was recovered on August 28 from a depth of 1900 m.Investigators found that, during the flight from Surabaya to Manado, the Inertial Reference System (IRS) malfunctioned. Both pilots became engrossed with trouble shooting the IRS anomalies for at least the last 13 minutes of the flight, with minimal regard to other flight requirements. The pilots selected Attitude in the IRS, which disengaged the autopilot. After the autopilot disengaged and the aircraft rolled right and exceeded 35 degrees right bank, the pilots appeared to have become spatially disoriented. Control was lost and the airplane broke up and crashed into the sea.CAUSES:1) Flight crew coordination was less than effective. The PIC did not manage the task sharing; crew resource management practices were not followed.2) The crew focused their attention on trouble shooting the Inertial Reference System (IRS) failure and neither pilot was flying the aircraft.3) After the autopilot disengaged and the aircraft exceeded 30 degrees right bank, the pilots appeared to have become spatially disoriented.4) The AdamAir syllabus of pilot training did not cover complete or partial IRS failure.5) The pilots had not received training in aircraft upset recovery, including spatial disorientation.OTHER CAUSAL FACTORS:1) At the time of the accident, AdamAir had not resolved the airworthiness problems with the IRS that had been reoccurring on their Boeing 737 fleet for more than 3 months.2) The AdamAir maintenance engineering supervision and oversight was not effective and did not ensure that repetitive defects were rectified.","Destroyed, written off",En route,Passenger - Scheduled,Surabaya-Juanda Airport (SUB/WARR),Manado-Sam Ratulangi Airport (MDC/WAMM),0,24070/1665,Fatalities: 102 / Occupants: 102,Boeing 737-4Q8,AdamAir,85 km W off Pambauang -Indonesia,,LOC-I,Loss of control - inflight,0.99
5-Jan-07,Boeing 737-7H4 (WL),N464WN,Southwest Airlines,0,"Burbank , California",non,"On January 5, 2007, at 1724 Pacific standard time, Southwest Airlines flight 2128, a Boeing 737-7H4, N464WN, encountered turbulence during climb-out near Burbank, California.  Southwest Airlines, Inc., was operating the airplane as a scheduled domestic passenger flight under the provisions of 14 CFR Part 121.  The airline transport pilot licensed captain and first officer, 3 flight attendants, and 88 passengers were not injured; one passenger sustained a fractured rib.  The flight departed Bob Hope Airport  (BUR), Burbank, at 1718 as a nonstop flight to Oakland, California (OAK).  Visual meteorological conditions prevailed, and an instrument flight rules (IFR) flight plan had been filed.",,En route,Passenger - Scheduled,,,0,32468/1517,Fatalities: 0 / Occupants: 94,Boeing 737-7H4 (WL),Southwest Airlines,"Burbank , California -United States of America",,LOC-I,Loss of control - inflight,0.9
7-Jan-07,Beechcraft A100 King Air,C-GFFN,Transwest Air,1,"Sandy Bay Airport, SK",w/o,"Transwest Air Flight 350 (TW350), a Beechcraft A100 King Air, registration C-GFFN, departed La Ronge, Saskatchewan, at 19:30 under instrument flight rules to Sandy Bay, with two flight crew members and two emergency medical technicians aboard. At 19:48, air traffic control cleared TW350 out of controlled airspace via the Sandy Bay runway 05 non-directional beacon approach. The crew flew the approach straight-in to runway 05 and initiated a go-around from the landing flare. The aircraft did not maintain a positive rate of climb during the go-around and collided with trees just beyond the departure end of the runway. All four occupants survived the impact and evacuated the aircraft. The captain died of his injuries before rescuers arrived. Both emergency medical technicians were seriously injured, and the first officer received minor injuries. The aircraft sustained substantial damage from impact forces and was subsequently destroyed by a post-impact fire.FINDINGS AS TO CAUSES AND CONTRIBUTING FACTORS:1. The crew was unable to work effectively as a team to avoid, trap, or mitigate errors and safely manage the risks associated with flight TW350.2. Transwest Air (TWA) managers had identified and addressed some crew pairing issues with respect to this crew, but were unaware of the degree to which these factors could impair their effective crew coordination.3. The crew's lack of coordination was, in part, because they had not received recent crew resource management (CRM) training.4. Contrary to company policy, the approach to Sandy Bay, Saskatchewan, was flown by the less experienced crew member.5. The crew members did not assess the aircraft performance and did not identify runway length as a threat. Consequently, they did not discuss and agree on a point at which a safe landing was no longer possible and were unprepared to make and execute a timely go-around decision.6. The first officer suggested a go-around at an appropriate time. However, inadequate preparation and coordination by the crew members resulted in the captain rejecting this suggestion and they continued the approach past the point at which the aircraft could be safely stopped on the runway.7. The captain decided to initiate a go-around, but his communication of this decision to the first officer was non-standard and did not have the desired effect of triggering the correct sequence of go-around actions required.8. The captain very likely took control of the aircraft from the first officer using the non-standard transfer of control practice the crew had developed, thereby causing confusion, which further eroded the limited opportunity to achieve a positive climb.9. The discrepancy in the standard operating procedures (SOPs) describing the selection of flaps during go-around likely led to both pilots independently operating the flap control lever, distracting them from monitoring the climb performance during the go-around.10. It is likely that a somatogravic illusion caused the pilot flying (PF) to lower the nose of the aircraft. Consequently, the aircraft did not maintain a positive rate of climb and collided with the trees.11. Deficiencies in TWA's supervisory activities permitted the undetected development and persistence of substantial and widespread deviations from SOPs within the King Air operation.12. The company management structure and workload, combined with the location of managers away from the remote bases of operations, reduced the effectiveness of operational control.","Destroyed, written off",Approach,Ambulance,"La Ronge Airport, SK (YVC/CYVC)","Sandy Bay Airport, SK",0,B-190,Fatalities: 1 / Occupants: 4,Beechcraft A100 King Air,Transwest Air,"Sandy Bay Airport, SK -Canada",,LOC-I,Loss of control - inflight,0.95
22-Jan-07,ATR 42-500 ?,,Air Botswana,0,Johannesburg-O.R. Tambo International Airport (JNB),non,"Shortly after takeoff a 26-year-old man jumped up. He carried a bottle of liquid and said if the water touched the lid, it would explode. He also claimed to be a member of al-Qaeda. The flight continued to Johannesburg. When the plane stopped in a secure area far from the terminal, the man insisted on speaking to a police officer. When police boarded the plane, the man was tackled and arrested.",,En route,Passenger - Scheduled,Gaborone-Sir Seretse Khama International Airport (GBE/FBSK),Johannesburg-O.R. Tambo International Airport (JNB/FAOR),0,,Fatalities: 0 / Occupants: 27,ATR 42-500 ?,Air Botswana,Johannesburg-O.R. Tambo International Airport (JNB) -South Africa,,UIMC,Unintended flight in IMC,1
13-Feb-07,Canadair CL-600-2B19 Regional Jet CRJ-100SE,N168CK,FortAero Business Aviation,0,Moskva-Vnukovo Airport (VKO),w/o,"The CRJ-100SE, a corporate version of the RegionalJet, was conducting a maintenance positioning flight from Moscow's Vnukovo Airport to Berlin-SchÃ¶nefeld Airport (SXF), Germany.At 14:30 hours the aircraft was rolled out of a heated hangar and towed to the apron of the Vnukovo-3 business terminal.At 15:57 the crew radioed a request to start the engines. This was allowed by ATC and the crew read back:  ""CK, start up approved and we will be ready in 10 to 15 minutes for taxi and take off due to deicing procedure"".At 16:01 the aircraft was towed to the anti-icing platform, where, at the request of the captain, it was processed in two stages by type I and type IV fluids. At 16:18 after the anti-icing treatment of the aircraft was completed, it was towed to the beginning of taxiway 14, where the engines were started. After working the necessary checklists the flight was cleared to taxi to runway 06 for departure. At 16:36 the flight was cleared for takeoff.The airplane lifted off runway 06 about 1,500 meters from the threshold, and immediately banked sharply to the left. It then banked sharply to the right, hitting the runway with the right wingtip. The airplane continued to roll to the right until it was inverted, and veered off the right side of the runway. It came to rest 1,950 meters from the runway threshold, about 35 meters to the right of the runway's edge.PROBABLE CAUSE (translated from Russian):The accident with the aircraft CRJ100-SE registration number N168CK occurred as a result of loss of the lifting properties of the wing during the take-off phase, which led to the stalling of the aircraft immediately after detachment from the runway, collision of the right wing tip with the surface of the runway, subsequent destruction and fire.The reason for the loss of the bearing properties of the wing under the actual meteorological conditions (moderate to strong rainfall, temperature minus 6Â°C, dew point minus 7Â°C) was the effect of ground icing, despite the anti-icing treatment that could be caused by a combination of the following factors:- deficiencies in the guidance documents defining the procedure for de-icing aircraft in a two-stage procedure, which resulted in the possibility of a different interpretation of the requirements for the start of a 3-minute interval between the first and second stages of processing;- non-receipt by the crew of meteorological documentation in full in preparation for the flight and, as a consequence, inability to correctly determine the protective action time of the LOA and failure to take measures to re-process the aircraft;- violation of the airway route recommended by the AFM, and non-retention of the recommended 3-minute interval between the first and second stages of treatment;- lack of proper control by crew members and / or airline representatives for the completeness and quality of anti-icing treatment;- non-inclusion by the crew of the PIC wing before take-off, which is a mandatory requirement of the AFM for the actual weather conditions.The protuberance of the sealant on the upper and lower surfaces of the wing by an amount significantly exceeding the limitation of the current technical conditions, as well as the beginning of the nose wheel lift of the aircraft at a speed of 12 knots less than the recommended one, reduced the margin for the stall angle of attack.The existing procedural method for monitoring the aerodynamic surfaces of the aircraft before departure, along with the inefficiency at the take-off stage of the existing stall protection system, because of the increased sensitivity of the wing, even to a slight contamination of the leading edge, can not fully guarantee the prevention of such incidents in the future.","Destroyed, written off",Take off,Ferry/positioning,Moskva-Vnukovo Airport (VKO/UUWW),Berlin-SchÃ¶nefeld Airport (SXF/EDDB),0,7099,Fatalities: 0 / Occupants: 3,Canadair CL-600-2B19 Regional Jet CRJ-100SE,FortAero Business Aviation,Moskva-Vnukovo Airport (VKO) -Russia,,LOC-G,Loss of control - ground,0.9
